CIK,coName,formtype,date,fName,length,full_link
788784,PUBLIC SERVICE ENTERPRISE GROUP INC,10-K,2019-12-31,284958.txt,3011,/blue/acg7849/share/BS/item1/284958.txt
709005,NOBLE ROMANS INC,10-K,2019-12-31,284630.txt,18071,/blue/acg7849/share/BS/item1/284630.txt
1393818,Blackstone Group Inc,10-K,2019-12-31,280926.txt,104783,/blue/acg7849/share/BS/item1/280926.txt
1047127,"AMKOR TECHNOLOGY, INC.",10-K,2019-12-31,279429.txt,151255,/blue/acg7849/share/BS/item1/279429.txt
1505732,"Bankwell Financial Group, Inc.",10-K,2019-12-31,281613.txt,214846,/blue/acg7849/share/BS/item1/281613.txt
65759,MICROPAC INDUSTRIES INC,10-K,2019-11-30,284553.txt,24611,/blue/acg7849/share/BS/item1/284553.txt
77476,PEPSICO INC,10-K,2019-12-28,284916.txt,60883,/blue/acg7849/share/BS/item1/284916.txt
1760542,HOOKIPA Pharma Inc.,10-K,2019-12-31,283869.txt,179576,/blue/acg7849/share/BS/item1/283869.txt
1055160,"MFA FINANCIAL, INC.",10-K,2019-12-31,279482.txt,32807,/blue/acg7849/share/BS/item1/279482.txt
4969,AMERICAN EXPRESS CREDIT CORP,10-K,2019-12-31,284465.txt,15711,/blue/acg7849/share/BS/item1/284465.txt
1579214,"Emerald Expositions Events, Inc.",10-K,2019-12-31,282195.txt,21161,/blue/acg7849/share/BS/item1/282195.txt
1003078,MSC INDUSTRIAL DIRECT CO INC,10-K,2019-08-31,265096.txt,37598,/blue/acg7849/share/BS/item1/265096.txt
1050743,PEAPACK GLADSTONE FINANCIAL CORP,10-K,2019-12-31,279455.txt,26923,/blue/acg7849/share/BS/item1/279455.txt
1025996,KILROY REALTY CORP,10-K,2019-12-31,281529.txt,1145,/blue/acg7849/share/BS/item1/281529.txt
896747,AMERICAN BIO MEDICA CORP,10-K,2019-12-31,285535.txt,18087,/blue/acg7849/share/BS/item1/285535.txt
1516551,"Emerald Bioscience, Inc.",10-K,2019-12-31,281686.txt,88357,/blue/acg7849/share/BS/item1/281686.txt
1651407,"Checkpoint Therapeutics, Inc.",10-K,2019-12-31,282871.txt,105673,/blue/acg7849/share/BS/item1/282871.txt
1489874,Golden Growers Cooperative,10-K,2019-12-31,281493.txt,21843,/blue/acg7849/share/BS/item1/281493.txt
1433642,Hamilton Lane INC,10-K,2019-03-31,269634.txt,294483,/blue/acg7849/share/BS/item1/269634.txt
1785173,"89bio, Inc.",10-K,2019-12-31,284063.txt,160518,/blue/acg7849/share/BS/item1/284063.txt
1720116,"Red Violet, Inc.",10-K,2019-12-31,283522.txt,73322,/blue/acg7849/share/BS/item1/283522.txt
1584480,"Startech Labs, Inc.",10-K,2019-05-31,272071.txt,6849,/blue/acg7849/share/BS/item1/272071.txt
1353614,Invesco CurrencyShares Australian Dollar Trust,10-K,2019-12-31,280646.txt,21636,/blue/acg7849/share/BS/item1/280646.txt
1476034,Metropolitan Bank Holding Corp.,10-K,2019-12-31,281416.txt,97359,/blue/acg7849/share/BS/item1/281416.txt
707511,REGENERX BIOPHARMACEUTICALS INC,10-K,2019-12-31,284619.txt,98212,/blue/acg7849/share/BS/item1/284619.txt
1274173,JANUS HENDERSON GROUP PLC,10-K,2019-12-31,280279.txt,30249,/blue/acg7849/share/BS/item1/280279.txt
1038773,SMARTFINANCIAL INC.,10-K,2019-12-31,279364.txt,101235,/blue/acg7849/share/BS/item1/279364.txt
1579252,"Jason Industries, Inc.",10-K,2019-12-31,282197.txt,77742,/blue/acg7849/share/BS/item1/282197.txt
1136174,"CATASYS, INC.",10-K,2019-12-31,279946.txt,20862,/blue/acg7849/share/BS/item1/279946.txt
98752,TOROTEL INC,10-K,2019-04-30,279086.txt,18919,/blue/acg7849/share/BS/item1/279086.txt
1371451,HIGHWATER ETHANOL LLC,10-K,2019-10-31,280753.txt,91014,/blue/acg7849/share/BS/item1/280753.txt
1642862,"Venture Lending & Leasing VIII, Inc.",10-K,2019-12-31,282800.txt,65672,/blue/acg7849/share/BS/item1/282800.txt
1124140,EXACT SCIENCES CORP,10-K,2019-12-31,279880.txt,170285,/blue/acg7849/share/BS/item1/279880.txt
1575659,"Holly Brothers Pictures, Inc.",10-K,2019-03-31,271860.txt,8198,/blue/acg7849/share/BS/item1/271860.txt
1061069,AVALON HOLDINGS CORP,10-K,2019-12-31,279524.txt,41097,/blue/acg7849/share/BS/item1/279524.txt
817720,SYNAPTICS Inc,10-K,2019-06-29,277380.txt,234139,/blue/acg7849/share/BS/item1/277380.txt
1364954,"CHEGG, INC",10-K,2019-12-31,280710.txt,1374,/blue/acg7849/share/BS/item1/280710.txt
1501697,"X4 Pharmaceuticals, Inc",10-K,2019-12-31,281591.txt,201488,/blue/acg7849/share/BS/item1/281591.txt
1781162,Stable Road Acquisition Corp.,10-K,2019-12-31,284031.txt,147673,/blue/acg7849/share/BS/item1/284031.txt
1701859,TGS International Ltd.,10-K,2019-12-31,283343.txt,20847,/blue/acg7849/share/BS/item1/283343.txt
1449792,"PIONEER POWER SOLUTIONS, INC.",10-K,2019-12-31,281293.txt,40602,/blue/acg7849/share/BS/item1/281293.txt
1487918,OFS Capital Corp,10-K,2019-12-31,281483.txt,253275,/blue/acg7849/share/BS/item1/281483.txt
1144215,ACUITY BRANDS INC,10-K,2019-08-31,266966.txt,54089,/blue/acg7849/share/BS/item1/266966.txt
1560241,"G1 Therapeutics, Inc.",10-K,2019-12-31,282005.txt,238611,/blue/acg7849/share/BS/item1/282005.txt
1114925,LANTRONIX INC,10-K,2019-06-30,266673.txt,39141,/blue/acg7849/share/BS/item1/266673.txt
883948,Atlantic Union Bankshares Corp,10-K,2019-12-31,285415.txt,73909,/blue/acg7849/share/BS/item1/285415.txt
1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,10-K,2019-12-31,281011.txt,44908,/blue/acg7849/share/BS/item1/281011.txt
88941,SEMTECH CORP,10-K,2019-01-27,278206.txt,174178,/blue/acg7849/share/BS/item1/278206.txt
1018724,AMAZON COM INC,10-K,2019-12-31,279241.txt,45851,/blue/acg7849/share/BS/item1/279241.txt
793306,BLUE DOLPHIN ENERGY CO,10-K,2019-12-31,284983.txt,82816,/blue/acg7849/share/BS/item1/284983.txt
1710583,"Switch, Inc.",10-K,2019-12-31,283433.txt,1023035,/blue/acg7849/share/BS/item1/283433.txt
1503274,Quanterix Corp,10-K,2019-12-31,281601.txt,142963,/blue/acg7849/share/BS/item1/281601.txt
1587246,"Cypress Environmental Partners, L.P.",10-K,2019-12-31,282279.txt,77341,/blue/acg7849/share/BS/item1/282279.txt
1386301,"Research Solutions, Inc.",10-K,2019-06-30,268936.txt,40509,/blue/acg7849/share/BS/item1/268936.txt
1376227,"United States Natural Gas Fund, LP",10-K,2019-12-31,280784.txt,215321,/blue/acg7849/share/BS/item1/280784.txt
879101,KIMCO REALTY CORP,10-K,2019-12-31,285375.txt,18726,/blue/acg7849/share/BS/item1/285375.txt
1647822,SavMobi Technology Inc.,10-K,2019-05-31,282839.txt,16569,/blue/acg7849/share/BS/item1/282839.txt
1746618,"Revolve Group, Inc.",10-K,2019-12-31,283758.txt,37140,/blue/acg7849/share/BS/item1/283758.txt
103730,VISHAY INTERTECHNOLOGY INC,10-K,2019-12-31,279351.txt,50908,/blue/acg7849/share/BS/item1/279351.txt
50493,INGLES MARKETS INC,10-K,2019-09-28,276036.txt,274910,/blue/acg7849/share/BS/item1/276036.txt
1755953,Akerna Corp.,10-K,2019-06-30,275288.txt,185792,/blue/acg7849/share/BS/item1/275288.txt
1532383,VANJIA CORP,10-K,2019-12-31,281800.txt,34025,/blue/acg7849/share/BS/item1/281800.txt
72444,"Vaxart, Inc.",10-K,2019-12-31,284720.txt,162042,/blue/acg7849/share/BS/item1/284720.txt
1370755,BlackRock TCP Capital Corp.,10-K,2019-12-31,280747.txt,186042,/blue/acg7849/share/BS/item1/280747.txt
1708301,BP Midstream Partners LP,10-K,2019-12-31,283407.txt,259019,/blue/acg7849/share/BS/item1/283407.txt
1651944,Constellation Alpha Capital Corp.,10-K,2019-03-31,273550.txt,53316,/blue/acg7849/share/BS/item1/273550.txt
904163,AMERICAN NATIONAL INSURANCE CO,10-K,2019-12-31,285571.txt,70346,/blue/acg7849/share/BS/item1/285571.txt
882361,Aptose Biosciences Inc.,10-K,2019-12-31,285403.txt,69596,/blue/acg7849/share/BS/item1/285403.txt
1167609,BRIGHTHOUSE LIFE INSURANCE Co OF NY,10-K,2019-12-31,280059.txt,109321,/blue/acg7849/share/BS/item1/280059.txt
1622996,"ACRO BIOMEDICAL CO., LTD.",10-K,2019-09-30,282617.txt,14670,/blue/acg7849/share/BS/item1/282617.txt
1632053,"Apotheca Biosciences, Inc.",10-K,2019-01-31,273107.txt,93276,/blue/acg7849/share/BS/item1/273107.txt
1651992,"Appsoft Technologies, Inc.",10-K,2019-12-31,282878.txt,26688,/blue/acg7849/share/BS/item1/282878.txt
5981,AMERICAN VANGUARD CORP,10-K,2019-12-31,284518.txt,30107,/blue/acg7849/share/BS/item1/284518.txt
1061027,SUNESIS PHARMACEUTICALS INC,10-K,2019-12-31,279523.txt,62266,/blue/acg7849/share/BS/item1/279523.txt
1576940,"Century Communities, Inc.",10-K,2019-12-31,282170.txt,2705,/blue/acg7849/share/BS/item1/282170.txt
1367859,Citizens Community Bancorp Inc.,10-K,2019-12-31,280732.txt,1372,/blue/acg7849/share/BS/item1/280732.txt
37472,FLEXSTEEL INDUSTRIES INC,10-K,2019-06-30,275874.txt,27044,/blue/acg7849/share/BS/item1/275874.txt
1489096,"Thermon Group Holdings, Inc.",10-K,2019-03-31,270344.txt,94394,/blue/acg7849/share/BS/item1/270344.txt
1094084,TELKONET INC,10-K,2019-12-31,279727.txt,85057,/blue/acg7849/share/BS/item1/279727.txt
1209028,Arlington Asset Investment Corp.,10-K,2019-12-31,280162.txt,49048,/blue/acg7849/share/BS/item1/280162.txt
1351636,"SHOTSPOTTER, INC",10-K,2019-12-31,280631.txt,64059,/blue/acg7849/share/BS/item1/280631.txt
1182737,DAKOTA TERRITORY RESOURCE CORP,10-K,2019-03-31,267281.txt,19696,/blue/acg7849/share/BS/item1/267281.txt
1095130,"IOTA COMMUNICATIONS, INC.",10-K,2019-05-31,266430.txt,38682,/blue/acg7849/share/BS/item1/266430.txt
1132651,AMES NATIONAL CORP,10-K,2019-12-31,279931.txt,60005,/blue/acg7849/share/BS/item1/279931.txt
1739104,Elanco Animal Health Inc,10-K,2019-12-31,283686.txt,200009,/blue/acg7849/share/BS/item1/283686.txt
1591698,Paylocity Holding Corp,10-K,2019-06-30,272229.txt,56662,/blue/acg7849/share/BS/item1/272229.txt
1426800,"ASSEMBLY BIOSCIENCES, INC.",10-K,2019-12-31,281155.txt,197048,/blue/acg7849/share/BS/item1/281155.txt
1650205,ANDES 7 INC.,10-K,2019-12-31,282858.txt,27697,/blue/acg7849/share/BS/item1/282858.txt
914156,UFP TECHNOLOGIES INC,10-K,2019-12-31,285633.txt,27940,/blue/acg7849/share/BS/item1/285633.txt
1620459,"James River Group Holdings, Ltd.",10-K,2019-12-31,282588.txt,661665,/blue/acg7849/share/BS/item1/282588.txt
1035976,"FNCB Bancorp, Inc.",10-K,2019-12-31,279343.txt,47919,/blue/acg7849/share/BS/item1/279343.txt
1694665,"Evelo Biosciences, Inc.",10-K,2019-12-31,283280.txt,197902,/blue/acg7849/share/BS/item1/283280.txt
1234006,GLADSTONE COMMERCIAL CORP,10-K,2019-12-31,280202.txt,89202,/blue/acg7849/share/BS/item1/280202.txt
1534525,"Xenetic Biosciences, Inc.",10-K,2019-12-31,281823.txt,179562,/blue/acg7849/share/BS/item1/281823.txt
1490161,"Black Ridge Oil & Gas, Inc.",10-K,2019-12-31,281496.txt,31791,/blue/acg7849/share/BS/item1/281496.txt
57131,LA-Z-BOY INC,10-K,2019-04-27,276106.txt,38937,/blue/acg7849/share/BS/item1/276106.txt
745732,ROSS STORES INC,10-K,2019-02-02,276766.txt,36178,/blue/acg7849/share/BS/item1/276766.txt
1745041,"IAA, Inc.",10-K,2019-12-29,283735.txt,90951,/blue/acg7849/share/BS/item1/283735.txt
1729427,"CNS Pharmaceuticals, Inc.",10-K,2019-12-31,283611.txt,130175,/blue/acg7849/share/BS/item1/283611.txt
1496443,"Paysign, Inc.",10-K,2019-12-31,281551.txt,89346,/blue/acg7849/share/BS/item1/281551.txt
1730984,BayCom Corp,10-K,2019-12-31,283627.txt,231311,/blue/acg7849/share/BS/item1/283627.txt
1515816,Plymouth Industrial REIT Inc.,10-K,2019-12-31,281685.txt,31036,/blue/acg7849/share/BS/item1/281685.txt
1733998,Northwest Natural Holding Co,10-K,2019-12-31,283644.txt,152251,/blue/acg7849/share/BS/item1/283644.txt
1650729,"SiteOne Landscape Supply, Inc.",10-K,2019-12-29,282862.txt,64159,/blue/acg7849/share/BS/item1/282862.txt
1103982,"Mondelez International, Inc.",10-K,2019-12-31,279782.txt,166825,/blue/acg7849/share/BS/item1/279782.txt
1490906,"Capitol Federal Financial, Inc.",10-K,2019-09-30,270371.txt,1268141,/blue/acg7849/share/BS/item1/270371.txt
1325879,AVEO PHARMACEUTICALS INC,10-K,2019-12-31,280513.txt,207335,/blue/acg7849/share/BS/item1/280513.txt
1594204,ZHEN DING RESOURCES INC.,10-K,2019-12-31,282354.txt,57170,/blue/acg7849/share/BS/item1/282354.txt
1108426,PNM RESOURCES INC,10-K,2019-12-31,279810.txt,281878,/blue/acg7849/share/BS/item1/279810.txt
811222,Cardiff Lexington Corp,10-K,2019-12-31,285065.txt,19643,/blue/acg7849/share/BS/item1/285065.txt
1297996,"DIGITAL REALTY TRUST, INC.",10-K,2019-12-31,280393.txt,54400,/blue/acg7849/share/BS/item1/280393.txt
1701108,"Spero Therapeutics, Inc.",10-K,2019-12-31,283334.txt,154391,/blue/acg7849/share/BS/item1/283334.txt
1509991,Kosmos Energy Ltd.,10-K,2019-12-31,281644.txt,828032,/blue/acg7849/share/BS/item1/281644.txt
27419,TARGET CORP,10-K,2019-02-02,275496.txt,28756,/blue/acg7849/share/BS/item1/275496.txt
12208,"BIO-RAD LABORATORIES, INC.",10-K,2019-12-31,280178.txt,29852,/blue/acg7849/share/BS/item1/280178.txt
1417926,"INVO Bioscience, Inc.",10-K,2019-12-31,281088.txt,48454,/blue/acg7849/share/BS/item1/281088.txt
1652133,Oasis Midstream Partners LP,10-K,2019-12-31,282882.txt,169163,/blue/acg7849/share/BS/item1/282882.txt
26324,CURTISS WRIGHT CORP,10-K,2019-12-31,284221.txt,57328,/blue/acg7849/share/BS/item1/284221.txt
820027,AMERIPRISE FINANCIAL INC,10-K,2019-12-31,285115.txt,222098,/blue/acg7849/share/BS/item1/285115.txt
1664703,Bloom Energy Corp,10-K,2019-12-31,282990.txt,74130,/blue/acg7849/share/BS/item1/282990.txt
1095073,EVEREST RE GROUP LTD,10-K,2019-12-31,279732.txt,101593,/blue/acg7849/share/BS/item1/279732.txt
1290900,"Commercial Vehicle Group, Inc.",10-K,2019-12-31,280372.txt,145389,/blue/acg7849/share/BS/item1/280372.txt
1447380,MOBIVITY HOLDINGS CORP.,10-K,2019-12-31,281281.txt,75396,/blue/acg7849/share/BS/item1/281281.txt
1305773,Conformis Inc,10-K,2019-12-31,280427.txt,191857,/blue/acg7849/share/BS/item1/280427.txt
319201,KLA CORP,10-K,2019-06-30,275686.txt,1061,/blue/acg7849/share/BS/item1/275686.txt
16918,"CONSTELLATION BRANDS, INC.",10-K,2019-02-28,274394.txt,134472,/blue/acg7849/share/BS/item1/274394.txt
1605607,"Paramount Group, Inc.",10-K,2019-12-31,282452.txt,3146,/blue/acg7849/share/BS/item1/282452.txt
1506492,"CHF Solutions, Inc.",10-K,2019-12-31,281620.txt,61795,/blue/acg7849/share/BS/item1/281620.txt
1548240,"Yew Bio-Pharm Group, Inc.",10-K,2019-12-31,281911.txt,121737,/blue/acg7849/share/BS/item1/281911.txt
1326003,BlackRock Capital Investment Corp,10-K,2019-12-31,280515.txt,80169,/blue/acg7849/share/BS/item1/280515.txt
1762359,"Acreage Holdings, Inc.",10-K,2019-12-31,283886.txt,722967,/blue/acg7849/share/BS/item1/283886.txt
1141197,PEDEVCO CORP,10-K,2019-12-31,279970.txt,101586,/blue/acg7849/share/BS/item1/279970.txt
1679731,Ally Auto Receivables Trust 2017-1,10-K,2019-12-31,281427.txt,1001,/blue/acg7849/share/BS/item1/281427.txt
1326160,Duke Energy CORP,10-K,2019-12-31,284945.txt,318528,/blue/acg7849/share/BS/item1/284945.txt
1795139,Green Thumb Industries Inc.,10-K,2019-12-31,284132.txt,181640,/blue/acg7849/share/BS/item1/284132.txt
1574774,"BIOTELEMETRY, INC.",10-K,2019-12-31,282138.txt,104022,/blue/acg7849/share/BS/item1/282138.txt
1590560,uniQure N.V.,10-K,2019-12-31,282306.txt,136247,/blue/acg7849/share/BS/item1/282306.txt
884217,TAILORED BRANDS INC,10-K,2019-02-02,278085.txt,41615,/blue/acg7849/share/BS/item1/278085.txt
1337013,"InfuSystem Holdings, Inc",10-K,2019-12-31,280572.txt,36171,/blue/acg7849/share/BS/item1/280572.txt
1552000,MPLX LP,10-K,2019-12-31,281939.txt,242664,/blue/acg7849/share/BS/item1/281939.txt
1612851,"Palayan Resources, Inc.",10-K,2019-03-31,272673.txt,39354,/blue/acg7849/share/BS/item1/272673.txt
1065598,"DigitalTown, Inc.",10-K,2019-02-28,266029.txt,8580,/blue/acg7849/share/BS/item1/266029.txt
1318484,Citi Trends Inc,10-K,2019-02-02,268031.txt,30220,/blue/acg7849/share/BS/item1/268031.txt
1426506,SMG Industries Inc.,10-K,2019-12-31,281154.txt,98963,/blue/acg7849/share/BS/item1/281154.txt
1341317,Bridgewater Bancshares Inc,10-K,2019-12-31,280591.txt,76548,/blue/acg7849/share/BS/item1/280591.txt
898293,JABIL INC,10-K,2019-08-31,278374.txt,65570,/blue/acg7849/share/BS/item1/278374.txt
1411059,"KBS Real Estate Investment Trust II, Inc.",10-K,2019-12-31,281041.txt,60848,/blue/acg7849/share/BS/item1/281041.txt
1056903,AMERICAN STATES WATER CO,10-K,2019-12-31,285685.txt,69476,/blue/acg7849/share/BS/item1/285685.txt
1783398,"Gores Holdings IV, Inc.",10-K,2019-12-31,284049.txt,92012,/blue/acg7849/share/BS/item1/284049.txt
1167419,"Riot Blockchain, Inc.",10-K,2019-12-31,280058.txt,75766,/blue/acg7849/share/BS/item1/280058.txt
1685237,TEMIR CORP.,10-K,2019-08-31,274260.txt,4084,/blue/acg7849/share/BS/item1/274260.txt
1609258,PetroGas Co,10-K,2019-03-31,272590.txt,8475,/blue/acg7849/share/BS/item1/272590.txt
839470,"WESTWATER RESOURCES, INC.",10-K,2019-12-31,285199.txt,64696,/blue/acg7849/share/BS/item1/285199.txt
1649744,DULUTH HOLDINGS INC.,10-K,2019-02-03,273493.txt,36516,/blue/acg7849/share/BS/item1/273493.txt
1083922,"AuraSource, Inc.",10-K,2019-03-31,266259.txt,13780,/blue/acg7849/share/BS/item1/266259.txt
1552800,"TILE SHOP HOLDINGS, INC.",10-K,2019-12-31,281951.txt,23576,/blue/acg7849/share/BS/item1/281951.txt
906107,EQUITY RESIDENTIAL,10-K,2019-12-31,285573.txt,32042,/blue/acg7849/share/BS/item1/285573.txt
1325964,"Lightwave Logic, Inc.",10-K,2019-12-31,280514.txt,111985,/blue/acg7849/share/BS/item1/280514.txt
1413898,A. H. Belo Corp,10-K,2019-12-31,281067.txt,25169,/blue/acg7849/share/BS/item1/281067.txt
1650664,"Editas Medicine, Inc.",10-K,2019-12-31,282861.txt,214690,/blue/acg7849/share/BS/item1/282861.txt
1424404,Wolverine Technologies Corp.,10-K,2019-05-31,269523.txt,33509,/blue/acg7849/share/BS/item1/269523.txt
1484565,SOLENO THERAPEUTICS INC,10-K,2019-12-31,281469.txt,54917,/blue/acg7849/share/BS/item1/281469.txt
1434868,"Esperion Therapeutics, Inc.",10-K,2019-12-31,281201.txt,83761,/blue/acg7849/share/BS/item1/281201.txt
1645666,"Kezar Life Sciences, Inc.",10-K,2019-12-31,282825.txt,181170,/blue/acg7849/share/BS/item1/282825.txt
1763731,Replay Acquisition Corp.,10-K,2019-12-31,283897.txt,50753,/blue/acg7849/share/BS/item1/283897.txt
1482430,"KBS Real Estate Investment Trust III, Inc.",10-K,2019-12-31,281460.txt,52004,/blue/acg7849/share/BS/item1/281460.txt
1667313,"Zedge, Inc.",10-K,2019-07-31,273858.txt,47004,/blue/acg7849/share/BS/item1/273858.txt
1084765,RESOURCES CONNECTION INC,10-K,2019-05-25,266277.txt,28950,/blue/acg7849/share/BS/item1/266277.txt
1733998,Northwest Natural Holding Co,10-K,2019-12-31,284755.txt,152251,/blue/acg7849/share/BS/item1/284755.txt
1290677,"Turning Point Brands, Inc.",10-K,2019-12-31,280371.txt,46005,/blue/acg7849/share/BS/item1/280371.txt
1630472,"TPG RE Finance Trust, Inc.",10-K,2019-12-31,282684.txt,354440,/blue/acg7849/share/BS/item1/282684.txt
31791,PERKINELMER INC,10-K,2019-12-29,284302.txt,136980,/blue/acg7849/share/BS/item1/284302.txt
1745916,"PennyMac Financial Services, Inc.",10-K,2019-12-31,283745.txt,44429,/blue/acg7849/share/BS/item1/283745.txt
1346830,"Cara Therapeutics, Inc.",10-K,2019-12-31,280608.txt,447588,/blue/acg7849/share/BS/item1/280608.txt
751365,VIRCO MFG CORPORATION,10-K,2019-01-31,276812.txt,81554,/blue/acg7849/share/BS/item1/276812.txt
1001463,"Acacia Diversified Holdings, Inc.",10-K,2019-12-31,279119.txt,25472,/blue/acg7849/share/BS/item1/279119.txt
1447362,CASTLE BIOSCIENCES INC,10-K,2019-12-31,281280.txt,433192,/blue/acg7849/share/BS/item1/281280.txt
1078037,"REMEDENT, INC.",10-K,2019-03-31,266175.txt,525508,/blue/acg7849/share/BS/item1/266175.txt
1756262,"TransMedics Group, Inc.",10-K,2019-12-28,283832.txt,142236,/blue/acg7849/share/BS/item1/283832.txt
1464165,Pivot Pharmaceuticals Inc.,10-K,2019-01-31,270023.txt,25245,/blue/acg7849/share/BS/item1/270023.txt
19617,JPMORGAN CHASE & CO,10-K,2019-12-31,284157.txt,55694,/blue/acg7849/share/BS/item1/284157.txt
310158,"Merck & Co., Inc.",10-K,2019-12-31,284259.txt,289439,/blue/acg7849/share/BS/item1/284259.txt
1174850,NICOLET BANKSHARES INC,10-K,2019-12-31,280097.txt,77440,/blue/acg7849/share/BS/item1/280097.txt
1711269,"Evergy, Inc.",10-K,2019-12-31,283440.txt,120399,/blue/acg7849/share/BS/item1/283440.txt
1207074,VIRTUSA CORP,10-K,2019-03-31,267323.txt,78906,/blue/acg7849/share/BS/item1/267323.txt
1615222,"Moody National REIT II, Inc.",10-K,2019-12-31,282536.txt,32488,/blue/acg7849/share/BS/item1/282536.txt
1741257,KELINDA,10-K,2019-06-30,275181.txt,12660,/blue/acg7849/share/BS/item1/275181.txt
1096938,"United Health Products, Inc.",10-K,2019-12-31,279744.txt,25184,/blue/acg7849/share/BS/item1/279744.txt
1704720,"Cannae Holdings, Inc.",10-K,2019-12-31,283373.txt,58545,/blue/acg7849/share/BS/item1/283373.txt
1063761,SIMON PROPERTY GROUP INC /DE/,10-K,2019-12-31,279538.txt,24441,/blue/acg7849/share/BS/item1/279538.txt
1428205,"Armour Residential REIT, Inc.",10-K,2019-12-31,281161.txt,57759,/blue/acg7849/share/BS/item1/281161.txt
1742089,"CBM BANCORP, INC.",10-K,2019-12-31,283709.txt,517268,/blue/acg7849/share/BS/item1/283709.txt
15847,BUTLER NATIONAL CORP,10-K,2019-04-30,272077.txt,17067,/blue/acg7849/share/BS/item1/272077.txt
825542,SCOTTS MIRACLE-GRO CO,10-K,2019-09-30,277476.txt,111650,/blue/acg7849/share/BS/item1/277476.txt
1160308,Savara Inc,10-K,2019-12-31,280018.txt,147431,/blue/acg7849/share/BS/item1/280018.txt
902791,BARRETT BUSINESS SERVICES INC,10-K,2019-12-31,285567.txt,24878,/blue/acg7849/share/BS/item1/285567.txt
92122,SOUTHERN CO,10-K,2019-12-31,284287.txt,355798,/blue/acg7849/share/BS/item1/284287.txt
1311370,Lazard Ltd,10-K,2019-12-31,280449.txt,152823,/blue/acg7849/share/BS/item1/280449.txt
1032220,"MAXIMUS, INC.",10-K,2019-09-30,265516.txt,110227,/blue/acg7849/share/BS/item1/265516.txt
1767837,"Richmond Mutual Bancorporation, Inc.",10-K,2019-12-31,283932.txt,1144767,/blue/acg7849/share/BS/item1/283932.txt
84748,ROGERS CORP,10-K,2019-12-31,285226.txt,61003,/blue/acg7849/share/BS/item1/285226.txt
1760717,SciPlay Corp,10-K,2019-12-31,283872.txt,50518,/blue/acg7849/share/BS/item1/283872.txt
877212,ZEBRA TECHNOLOGIES CORP,10-K,2019-12-31,285364.txt,77748,/blue/acg7849/share/BS/item1/285364.txt
944314,"LIFE STORAGE, INC.",10-K,2019-12-31,285816.txt,53697,/blue/acg7849/share/BS/item1/285816.txt
1497649,Graphene & Solar Technologies Ltd,10-K,2019-09-30,281557.txt,35156,/blue/acg7849/share/BS/item1/281557.txt
1046995,EMAGIN CORP,10-K,2019-12-31,279427.txt,57276,/blue/acg7849/share/BS/item1/279427.txt
1445831,JUDO Capital Corp.,10-K,2019-12-31,281271.txt,7103,/blue/acg7849/share/BS/item1/281271.txt
1763799,Ally Auto Receivables Trust 2019-1,10-K,2019-12-31,281435.txt,1001,/blue/acg7849/share/BS/item1/281435.txt
936528,WASHINGTON FEDERAL INC,10-K,2019-09-30,278903.txt,1006039,/blue/acg7849/share/BS/item1/278903.txt
1527709,"Mid-Con Energy Partners, LP",10-K,2019-12-31,281766.txt,54947,/blue/acg7849/share/BS/item1/281766.txt
54187,MAYS J W INC,10-K,2019-07-31,276067.txt,2825,/blue/acg7849/share/BS/item1/276067.txt
1679363,"Morphic Holding, Inc.",10-K,2019-12-31,283119.txt,134216,/blue/acg7849/share/BS/item1/283119.txt
106040,WESTERN DIGITAL CORP,10-K,2019-06-28,265966.txt,78364,/blue/acg7849/share/BS/item1/265966.txt
1438731,ALJ REGIONAL HOLDINGS INC,10-K,2019-09-30,269742.txt,33000,/blue/acg7849/share/BS/item1/269742.txt
2186,BK Technologies Corp,10-K,2019-12-31,284188.txt,32040,/blue/acg7849/share/BS/item1/284188.txt
1528849,RH,10-K,2019-02-02,271039.txt,1662691,/blue/acg7849/share/BS/item1/271039.txt
832090,DELMAR BANCORP,10-K,2019-12-31,285169.txt,76931,/blue/acg7849/share/BS/item1/285169.txt
702513,Bank of Commerce Holdings,10-K,2019-12-31,284598.txt,52812,/blue/acg7849/share/BS/item1/284598.txt
1371217,ReShape Lifesciences Inc.,10-K,2019-12-31,280751.txt,44606,/blue/acg7849/share/BS/item1/280751.txt
933036,RENT A CENTER INC DE,10-K,2019-12-31,285767.txt,65785,/blue/acg7849/share/BS/item1/285767.txt
40545,GENERAL ELECTRIC CO,10-K,2019-12-31,284419.txt,2438,/blue/acg7849/share/BS/item1/284419.txt
799167,MARTEN TRANSPORT LTD,10-K,2019-12-31,285015.txt,38283,/blue/acg7849/share/BS/item1/285015.txt
1661059,"NextCure, Inc.",10-K,2019-12-31,282965.txt,133069,/blue/acg7849/share/BS/item1/282965.txt
1043565,POTOMAC FUTURES FUND LP,10-K,2019-12-31,279403.txt,22108,/blue/acg7849/share/BS/item1/279403.txt
1069899,PHIBRO ANIMAL HEALTH CORP,10-K,2019-06-30,266088.txt,131688,/blue/acg7849/share/BS/item1/266088.txt
1020214,CERUS CORP,10-K,2019-12-31,279250.txt,161258,/blue/acg7849/share/BS/item1/279250.txt
1725057,Ceridian HCM Holding Inc.,10-K,2019-12-31,283577.txt,17679,/blue/acg7849/share/BS/item1/283577.txt
