CIK,coName,formtype,date,fName,length,full_link,performance,clstr
714562,FIRST FINANCIAL CORP /IN/,10-K,2019-12-31,284654.txt,117781,/blue/acg7849/share/BS/item1/284654.txt,0.0121473933,12
819913,HALLMARK FINANCIAL SERVICES INC,10-K,2019-12-31,285113.txt,441007,/blue/acg7849/share/BS/item1/285113.txt,-0.000417984,3
1575828,FRANK'S INTERNATIONAL N.V.,10-K,2019-12-31,282157.txt,85511,/blue/acg7849/share/BS/item1/282157.txt,-0.236710204,20
1035092,SHORE BANCSHARES INC,10-K,2019-12-31,279336.txt,68581,/blue/acg7849/share/BS/item1/279336.txt,0.0104435829,12
99302,TRANSCAT INC,10-K,2019-03-30,279092.txt,74981,/blue/acg7849/share/BS/item1/279092.txt,0.0629634255,22
1070524,GREENE COUNTY BANCORP INC,10-K,2019-06-30,266106.txt,119879,/blue/acg7849/share/BS/item1/266106.txt,0.0137727636,4
1302215,"HOULIHAN LOKEY, INC.",10-K,2019-03-31,267874.txt,62410,/blue/acg7849/share/BS/item1/267874.txt,0.1095961069,23
1340652,"ChemoCentryx, Inc.",10-K,2019-12-31,280587.txt,123781,/blue/acg7849/share/BS/item1/280587.txt,-0.265392213,46
804328,QUALCOMM INC/DE,10-K,2019-09-29,277226.txt,125330,/blue/acg7849/share/BS/item1/277226.txt,0.1330825014,39
876523,EZCORP INC,10-K,2019-09-30,277966.txt,106413,/blue/acg7849/share/BS/item1/277966.txt,0.0027664432,21
1420565,AILERON THERAPEUTICS INC,10-K,2019-12-31,281113.txt,191912,/blue/acg7849/share/BS/item1/281113.txt,-1.109394477,49
890394,"MoSys, Inc.",10-K,2019-12-31,285478.txt,41625,/blue/acg7849/share/BS/item1/285478.txt,-0.274497287,45
1599947,"TerraForm Power, Inc.",10-K,2019-12-31,282396.txt,4899799,/blue/acg7849/share/BS/item1/282396.txt,-0.014781726,27
1108967,"CUI Global, Inc.",10-K,2019-12-31,279815.txt,25211,/blue/acg7849/share/BS/item1/279815.txt,-0.212381932,28
736012,INTRUSION INC,10-K,2019-12-31,284783.txt,47822,/blue/acg7849/share/BS/item1/284783.txt,0.3385974042,24
1500122,"Noble Vici Group, Inc.",10-K,2019-03-31,270545.txt,48645,/blue/acg7849/share/BS/item1/270545.txt,-1.229158513,29
1391933,QUAINT OAK BANCORP INC,10-K,2019-12-31,280911.txt,972973,/blue/acg7849/share/BS/item1/280911.txt,0.0081873471,4
878526,NATUS MEDICAL INC,10-K,2019-12-31,285370.txt,187262,/blue/acg7849/share/BS/item1/285370.txt,-0.025173205,34
1566044,Menlo Therapeutics Inc.,10-K,2019-12-31,282058.txt,111208,/blue/acg7849/share/BS/item1/282058.txt,-1.172735002,41
1509261,"Rezolute, Inc.",10-K,2019-06-30,270695.txt,17650,/blue/acg7849/share/BS/item1/270695.txt,-2.484982044,48
1375796,"Telaria, Inc.",10-K,2019-12-31,280782.txt,1869,/blue/acg7849/share/BS/item1/280782.txt,-0.03506716,33
42316,GOLDFIELD CORP,10-K,2019-12-31,284429.txt,19169,/blue/acg7849/share/BS/item1/284429.txt,0.0519993507,20
1392694,"Surge Holdings, Inc.",10-K,2019-12-31,280916.txt,1231,/blue/acg7849/share/BS/item1/280916.txt,-0.845884238,33
1727196,Scholar Rock Holding Corp,10-K,2019-12-31,283597.txt,220817,/blue/acg7849/share/BS/item1/283597.txt,-0.259699258,49
1289790,Macquarie Infrastructure Corp,10-K,2019-12-31,280363.txt,147322,/blue/acg7849/share/BS/item1/280363.txt,0.0147208862,11
1380846,"TriState Capital Holdings, Inc.",10-K,2019-12-31,280815.txt,311654,/blue/acg7849/share/BS/item1/280815.txt,0.0077510266,12
352991,ADVANCED OXYGEN TECHNOLOGIES INC,10-K,2019-06-30,275793.txt,11663,/blue/acg7849/share/BS/item1/275793.txt,0.0121212121,33
1083643,"FAUQUIER BANKSHARES, INC.",10-K,2019-12-31,279657.txt,43886,/blue/acg7849/share/BS/item1/279657.txt,0.0094437467,12
945764,DENBURY RESOURCES INC,10-K,2019-12-31,285825.txt,596890,/blue/acg7849/share/BS/item1/285825.txt,0.0462415068,9
778164,"Pacific Ethanol, Inc.",10-K,2019-12-31,284925.txt,104429,/blue/acg7849/share/BS/item1/284925.txt,-0.145224043,11
1509589,"Bonanza Creek Energy, Inc.",10-K,2019-12-31,281640.txt,874640,/blue/acg7849/share/BS/item1/281640.txt,0.0555964514,9
856982,MERIT MEDICAL SYSTEMS INC,10-K,2019-12-31,285259.txt,74205,/blue/acg7849/share/BS/item1/285259.txt,0.0031018806,34
1414953,"MOJO Organics, Inc.",10-K,2019-12-31,281074.txt,7471,/blue/acg7849/share/BS/item1/281074.txt,-0.881656805,43
700565,"FIRST MID BANCSHARES, INC.",10-K,2019-12-31,284585.txt,126211,/blue/acg7849/share/BS/item1/284585.txt,0.0124870228,12
1375195,CORETEC GROUP INC.,10-K,2019-12-31,280777.txt,66464,/blue/acg7849/share/BS/item1/280777.txt,-1.273351648,45
36146,TRUSTMARK CORP,10-K,2019-12-31,284392.txt,342366,/blue/acg7849/share/BS/item1/284392.txt,0.0111469381,12
1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",10-K,2019-12-31,279885.txt,153844,/blue/acg7849/share/BS/item1/279885.txt,-0.056828706,18
1694187,"Neon Therapeutics, Inc.",10-K,2019-12-31,283274.txt,233317,/blue/acg7849/share/BS/item1/283274.txt,-1.720348486,49
1703956,"Concrete Pumping Holdings, Inc.",10-K,2019-10-31,283366.txt,16425,/blue/acg7849/share/BS/item1/283366.txt,-0.037282884,20
1562401,American Homes 4 Rent,10-K,2019-12-31,283490.txt,56170,/blue/acg7849/share/BS/item1/283490.txt,0.0154986056,13
1608249,"Zayo Group Holdings, Inc.",10-K,2019-06-30,272577.txt,87278,/blue/acg7849/share/BS/item1/272577.txt,0.0160692477,39
310142,SENSIENT TECHNOLOGIES CORP,10-K,2019-12-31,284258.txt,19119,/blue/acg7849/share/BS/item1/284258.txt,0.0471493566,42
1551906,WEST COAST VENTURES GROUP CORP.,10-K,2019-12-31,281937.txt,17809,/blue/acg7849/share/BS/item1/281937.txt,-2.305313589,21
1687187,"Ramaco Resources, Inc.",10-K,2019-12-31,283192.txt,71263,/blue/acg7849/share/BS/item1/283192.txt,0.1099319704,26
1362705,Sanchez Midstream Partners LP,10-K,2019-12-31,280701.txt,69744,/blue/acg7849/share/BS/item1/280701.txt,-0.123400251,9
1616318,Vista Outdoor Inc.,10-K,2019-03-31,272755.txt,93579,/blue/acg7849/share/BS/item1/272755.txt,-0.111464261,40
1567900,BLACKBOXSTOCKS INC.,10-K,2019-12-31,282077.txt,14851,/blue/acg7849/share/BS/item1/282077.txt,-10.61565836,29
1060822,CARTERS INC,10-K,2019-12-28,279522.txt,54874,/blue/acg7849/share/BS/item1/279522.txt,0.0958193931,40
896841,"AVID TECHNOLOGY, INC.",10-K,2019-12-31,285536.txt,75583,/blue/acg7849/share/BS/item1/285536.txt,0.0249792141,24
1260968,MARLIN BUSINESS SERVICES CORP,10-K,2019-12-31,280234.txt,138031,/blue/acg7849/share/BS/item1/280234.txt,0.0224573748,2
21344,COCA COLA CO,10-K,2019-12-31,284178.txt,73541,/blue/acg7849/share/BS/item1/284178.txt,0.1032634491,35
1267602,ALIMERA SCIENCES INC,10-K,2019-12-31,280258.txt,145749,/blue/acg7849/share/BS/item1/280258.txt,-0.207577173,41
318300,PEOPLES BANCORP INC,10-K,2019-12-31,284308.txt,1500979,/blue/acg7849/share/BS/item1/284308.txt,0.0123318707,4
1408146,SCANDIUM INTERNATIONAL MINING CORP.,10-K,2019-12-31,281016.txt,13290,/blue/acg7849/share/BS/item1/281016.txt,-2.203138622,38
1617669,"Unique Fabricating, Inc.",10-K,2019-12-29,282559.txt,111451,/blue/acg7849/share/BS/item1/282559.txt,-0.089192273,37
1456189,Leatt Corp,10-K,2019-12-31,281316.txt,122889,/blue/acg7849/share/BS/item1/281316.txt,0.0756542775,40
1443388,GREEN HYGIENICS HOLDINGS INC.,10-K,2019-07-31,269804.txt,14154,/blue/acg7849/share/BS/item1/269804.txt,-3.322522523,33
1499453,"Spirit of Texas Bancshares, Inc.",10-K,2019-12-31,281572.txt,129563,/blue/acg7849/share/BS/item1/281572.txt,0.0088634593,12
908315,WINMARK CORP,10-K,2019-12-28,285586.txt,45127,/blue/acg7849/share/BS/item1/285586.txt,0.3385974042,21
910406,HAIN CELESTIAL GROUP INC,10-K,2019-06-30,278480.txt,176250,/blue/acg7849/share/BS/item1/278480.txt,-0.019338888,35
1605810,"Porter Holding International, Inc.",10-K,2019-12-31,282454.txt,57184,/blue/acg7849/share/BS/item1/282454.txt,-0.212513884,29
837852,"IDEANOMICS, INC.",10-K,2019-12-31,285196.txt,102306,/blue/acg7849/share/BS/item1/285196.txt,-0.769481031,29
34782,1ST SOURCE CORP,10-K,2019-12-31,284341.txt,63614,/blue/acg7849/share/BS/item1/284341.txt,0.013885416,12
1590895,"Eldorado Resorts, Inc.",10-K,2019-12-31,282316.txt,406293,/blue/acg7849/share/BS/item1/282316.txt,0.0143604714,19
1463101,"Enphase Energy, Inc.",10-K,2019-12-31,281340.txt,67065,/blue/acg7849/share/BS/item1/281340.txt,0.2259433585,28
1019671,SEACHANGE INTERNATIONAL INC,10-K,2019-01-31,265350.txt,20913,/blue/acg7849/share/BS/item1/265350.txt,-0.122389903,36
353569,QUIDEL CORP /DE/,10-K,2019-12-31,284367.txt,119059,/blue/acg7849/share/BS/item1/284367.txt,0.0800566932,44
1032208,SEMPRA ENERGY,10-K,2019-12-31,285301.txt,342565,/blue/acg7849/share/BS/item1/285301.txt,0.0284778801,27
1468174,Hyatt Hotels Corp,10-K,2019-12-31,281373.txt,273105,/blue/acg7849/share/BS/item1/281373.txt,0.0910062968,19
1024305,COTY INC.,10-K,2019-06-30,265435.txt,63915,/blue/acg7849/share/BS/item1/265435.txt,-0.214215359,40
723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,10-K,2019-12-31,284717.txt,33958,/blue/acg7849/share/BS/item1/284717.txt,0.0126974047,12
1606440,"Reliant Bancorp, Inc.",10-K,2019-12-31,282460.txt,98931,/blue/acg7849/share/BS/item1/282460.txt,0.0085310938,12
1481582,Ryerson Holding Corp,10-K,2019-12-31,281457.txt,2069,/blue/acg7849/share/BS/item1/281457.txt,0.0407618105,33
1699018,"Eagle Financial Bancorp, Inc.",10-K,2019-12-31,283317.txt,197685,/blue/acg7849/share/BS/item1/283317.txt,0.0046082304,4
1640266,"Voyager Therapeutics, Inc.",10-K,2019-12-31,282776.txt,230431,/blue/acg7849/share/BS/item1/282776.txt,-0.122891532,48
1757073,Envista Holdings Corp,10-K,2019-12-31,283841.txt,182993,/blue/acg7849/share/BS/item1/283841.txt,0.0353344267,32
1671584,Aptevo Therapeutics Inc.,10-K,2019-12-31,283047.txt,60467,/blue/acg7849/share/BS/item1/283047.txt,-0.836915818,49
885074,Aeon Global Health Corp.,10-K,2019-06-30,278106.txt,69790,/blue/acg7849/share/BS/item1/278106.txt,-2.03912043,44
811240,"BIOLASE, INC",10-K,2019-12-31,285066.txt,95620,/blue/acg7849/share/BS/item1/285066.txt,-0.560649355,34
1181749,"Granite Falls Energy, LLC",10-K,2019-10-31,280128.txt,85959,/blue/acg7849/share/BS/item1/280128.txt,-0.079119325,11
1487198,"ASPEN GROUP, INC.",10-K,2019-04-30,270310.txt,106794,/blue/acg7849/share/BS/item1/270310.txt,-0.085431763,10
1356090,"PRECIGEN, INC.",10-K,2019-12-31,280661.txt,176665,/blue/acg7849/share/BS/item1/280661.txt,-0.452351332,47
883241,SYNOPSYS INC,10-K,2019-10-31,278066.txt,1244,/blue/acg7849/share/BS/item1/278066.txt,0.083115332,33
1037868,AMETEK INC/,10-K,2019-12-31,279356.txt,99892,/blue/acg7849/share/BS/item1/279356.txt,0.0874896478,37
1667939,"FSB Bancorp, Inc.",10-K,2019-12-31,283013.txt,805869,/blue/acg7849/share/BS/item1/283013.txt,-0.001586712,4
1212458,PROOFPOINT INC,10-K,2019-12-31,280168.txt,175719,/blue/acg7849/share/BS/item1/280168.txt,-0.05572808,24
1397911,LPL Financial Holdings Inc.,10-K,2019-12-31,280952.txt,93862,/blue/acg7849/share/BS/item1/280952.txt,0.0952138332,23
1724521,"Arcus Biosciences, Inc.",10-K,2019-12-31,283571.txt,127525,/blue/acg7849/share/BS/item1/283571.txt,-0.417064645,49
60086,LOEWS CORP,10-K,2019-12-31,284520.txt,193053,/blue/acg7849/share/BS/item1/284520.txt,0.0113322714,20
1720592,Repay Holdings Corp,10-K,2019-12-31,283526.txt,45927,/blue/acg7849/share/BS/item1/283526.txt,-0.051189067,16
1044378,BIOCEPT INC,10-K,2019-12-31,279408.txt,166077,/blue/acg7849/share/BS/item1/279408.txt,-1.417583037,44
1504619,PennantPark Floating Rate Capital Ltd.,10-K,2019-09-30,270629.txt,96216,/blue/acg7849/share/BS/item1/270629.txt,0.0099064889,0
1319161,Warner Music Group Corp.,10-K,2019-09-30,268040.txt,1265,/blue/acg7849/share/BS/item1/268040.txt,0.0425461193,33
1483195,Oritani Financial Corp,10-K,2019-06-30,270276.txt,231378,/blue/acg7849/share/BS/item1/270276.txt,0.0127892876,4
100790,UNION CARBIDE CORP /NEW/,10-K,2019-12-31,279174.txt,27154,/blue/acg7849/share/BS/item1/279174.txt,0.1187949981,42
1285550,"ClearPoint Neuro, Inc.",10-K,2019-12-31,280334.txt,146752,/blue/acg7849/share/BS/item1/280334.txt,-0.464531276,34
921082,"HIGHWOODS PROPERTIES, INC.",10-K,2019-12-31,285683.txt,17730,/blue/acg7849/share/BS/item1/285683.txt,0.0266468467,13
1027838,TACTILE SYSTEMS TECHNOLOGY INC,10-K,2019-12-31,279300.txt,93344,/blue/acg7849/share/BS/item1/279300.txt,0.0722955875,34
60714,LSB INDUSTRIES INC,10-K,2019-12-31,284524.txt,26046,/blue/acg7849/share/BS/item1/284524.txt,-0.058261498,42
855874,COMMUNITY FINANCIAL CORP /MD/,10-K,2019-12-31,285258.txt,103548,/blue/acg7849/share/BS/item1/285258.txt,0.0084960746,4
1157075,"PharmaCyte Biotech, Inc.",10-K,2019-04-30,266998.txt,335168,/blue/acg7849/share/BS/item1/266998.txt,-0.620561051,47
723531,PAYCHEX INC,10-K,2019-05-31,276545.txt,26829,/blue/acg7849/share/BS/item1/276545.txt,0.1284222344,18
1597033,Sabre Corp,10-K,2019-12-31,282375.txt,32524,/blue/acg7849/share/BS/item1/282375.txt,0.0281826383,24
1784797,Broadmark Realty Capital Inc.,10-K,2019-12-31,284058.txt,66994,/blue/acg7849/share/BS/item1/284058.txt,0.0622438942,7
1355677,Mexus Gold US,10-K,2019-03-31,268431.txt,67069,/blue/acg7849/share/BS/item1/268431.txt,-2.626938776,38
1592000,"EnLink Midstream, LLC",10-K,2019-12-31,282329.txt,422826,/blue/acg7849/share/BS/item1/282329.txt,-0.119893314,11
92122,SOUTHERN CO,10-K,2019-12-31,280019.txt,355798,/blue/acg7849/share/BS/item1/280019.txt,0.0400505476,27
1680247,ProPetro Holding Corp.,10-K,2019-12-31,283132.txt,84452,/blue/acg7849/share/BS/item1/283132.txt,0.1135079391,20
1578845,Allergan plc,10-K,2019-12-31,282590.txt,351804,/blue/acg7849/share/BS/item1/282590.txt,-0.055660508,32
1399935,Francesca's Holdings CORP,10-K,2019-02-02,269120.txt,94357,/blue/acg7849/share/BS/item1/269120.txt,-0.076139351,40
1398805,"Envision Solar International, Inc.",10-K,2019-12-31,280956.txt,58697,/blue/acg7849/share/BS/item1/280956.txt,-0.539865514,28
1456772,OFFICE PROPERTIES INCOME TRUST,10-K,2019-12-31,281317.txt,245022,/blue/acg7849/share/BS/item1/281317.txt,0.0072344422,7
806592,"SUNWIN STEVIA INTERNATIONAL, INC.",10-K,2019-04-30,277246.txt,44271,/blue/acg7849/share/BS/item1/277246.txt,-0.038460228,43
875357,BOK FINANCIAL CORP ET AL,10-K,2019-12-31,285352.txt,57017,/blue/acg7849/share/BS/item1/285352.txt,0.011874176,12
1127371,CENTRAL VALLEY COMMUNITY BANCORP,10-K,2019-12-31,279897.txt,96686,/blue/acg7849/share/BS/item1/279897.txt,0.0134291109,12
1723128,"Amneal Pharmaceuticals, Inc.",10-K,2019-12-31,283554.txt,605324,/blue/acg7849/share/BS/item1/283554.txt,-0.098725548,41
75340,P&F INDUSTRIES INC,10-K,2019-12-31,284849.txt,15123,/blue/acg7849/share/BS/item1/284849.txt,0.079539381,37
1668105,Talend S.A.,10-K,2019-12-31,283014.txt,38827,/blue/acg7849/share/BS/item1/283014.txt,-0.152182255,24
704051,"LEGG MASON, INC.",10-K,2019-03-31,276306.txt,151550,/blue/acg7849/share/BS/item1/276306.txt,0.0313968564,23
1527613,"NuZee, Inc.",10-K,2019-09-30,271001.txt,51734,/blue/acg7849/share/BS/item1/271001.txt,-2.321081699,35
1505512,Regulus Therapeutics Inc.,10-K,2019-12-31,281612.txt,162419,/blue/acg7849/share/BS/item1/281612.txt,-0.441814596,48
1737287,"Allogene Therapeutics, Inc.",10-K,2019-12-31,283674.txt,335380,/blue/acg7849/share/BS/item1/283674.txt,-0.257165625,47
730708,SEACOAST BANKING CORP OF FLORIDA,10-K,2019-12-31,284762.txt,102348,/blue/acg7849/share/BS/item1/284762.txt,0.0138902507,12
1662684,"KULR Technology Group, Inc.",10-K,2019-12-31,282977.txt,49174,/blue/acg7849/share/BS/item1/282977.txt,-8.35443038,28
723188,"COMMUNITY BANK SYSTEM, INC.",10-K,2019-12-31,284710.txt,67299,/blue/acg7849/share/BS/item1/284710.txt,0.0148167072,12
871763,ManpowerGroup Inc.,10-K,2019-12-31,285330.txt,80689,/blue/acg7849/share/BS/item1/285330.txt,0.0504889525,17
945983,"Wayside Technology Group, Inc.",10-K,2019-12-31,285828.txt,37543,/blue/acg7849/share/BS/item1/285828.txt,0.053745219,30
1513856,"Neurotrope, Inc.",10-K,2019-12-31,281669.txt,176153,/blue/acg7849/share/BS/item1/281669.txt,-0.84562521,48
1748621,Alberton Acquisition Corp,10-K,2019-12-31,283765.txt,141539,/blue/acg7849/share/BS/item1/283765.txt,0.0174850039,5
728385,Midwest Energy Emissions Corp.,10-K,2019-12-31,284745.txt,26352,/blue/acg7849/share/BS/item1/284745.txt,-0.65750027,26
1326205,"India Globalization Capital, Inc.",10-K,2019-03-31,268125.txt,59458,/blue/acg7849/share/BS/item1/268125.txt,-0.252380624,31
1163739,NABORS INDUSTRIES LTD,10-K,2019-12-31,280041.txt,26410,/blue/acg7849/share/BS/item1/280041.txt,-0.103965176,20
1378125,Toga Ltd,10-K,2019-07-31,268752.txt,32159,/blue/acg7849/share/BS/item1/268752.txt,-0.436061815,29
1335258,"Live Nation Entertainment, Inc.",10-K,2019-12-31,280568.txt,1548,/blue/acg7849/share/BS/item1/280568.txt,-0.000444804,33
1070081,"PTC THERAPEUTICS, INC.",10-K,2019-12-31,279581.txt,420328,/blue/acg7849/share/BS/item1/279581.txt,-0.154932128,48
1056087,MCCLATCHY CO,10-K,2019-12-29,279485.txt,49086,/blue/acg7849/share/BS/item1/279485.txt,-0.451143752,36
1298675,CubeSmart,10-K,2019-12-31,280394.txt,28137,/blue/acg7849/share/BS/item1/280394.txt,0.0419692546,13
20286,CINCINNATI FINANCIAL CORP,10-K,2019-12-31,284165.txt,4772,/blue/acg7849/share/BS/item1/284165.txt,0.0785972922,33
1083220,"XCel Brands, Inc.",10-K,2019-12-31,279652.txt,39790,/blue/acg7849/share/BS/item1/279652.txt,-0.023926085,40
71557,"Nuvera Communications, Inc.",10-K,2019-12-31,284659.txt,117430,/blue/acg7849/share/BS/item1/284659.txt,0.0513421061,39
1081316,BERKSHIRE HATHAWAY ENERGY CO,10-K,2019-12-31,279641.txt,1801853,/blue/acg7849/share/BS/item1/279641.txt,0.0294849627,27
879585,"ATN International, Inc.",10-K,2019-12-31,285379.txt,92727,/blue/acg7849/share/BS/item1/285379.txt,-0.009556692,39
1393612,Discover Financial Services,10-K,2019-12-31,280923.txt,231378,/blue/acg7849/share/BS/item1/280923.txt,0.0259395066,16
100122,TUCSON ELECTRIC POWER CO,10-K,2019-12-31,279114.txt,406367,/blue/acg7849/share/BS/item1/279114.txt,0.0339788059,27
1051627,AXT INC,10-K,2019-12-31,279464.txt,63119,/blue/acg7849/share/BS/item1/279464.txt,-0.011640974,45
59478,ELI LILLY & Co,10-K,2019-12-31,284515.txt,121164,/blue/acg7849/share/BS/item1/284515.txt,0.1180544773,46
1563577,"Galera Therapeutics, Inc.",10-K,2019-12-31,282042.txt,119643,/blue/acg7849/share/BS/item1/282042.txt,-0.420908442,46
1507079,"Floor & Decor Holdings, Inc.",10-K,2019-12-26,281624.txt,57636,/blue/acg7849/share/BS/item1/281624.txt,0.0648067877,40
1445942,Texas Mineral Resources Corp.,10-K,2019-08-31,269839.txt,87800,/blue/acg7849/share/BS/item1/269839.txt,-1.09070087,38
1360442,"Cannabis Sativa, Inc.",10-K,2019-12-31,280687.txt,60175,/blue/acg7849/share/BS/item1/280687.txt,-1.319919517,31
1339605,"H&E Equipment Services, Inc.",10-K,2019-12-31,280582.txt,63794,/blue/acg7849/share/BS/item1/280582.txt,0.0441661898,22
1337619,"ENVESTNET, INC.",10-K,2019-12-31,280577.txt,127295,/blue/acg7849/share/BS/item1/280577.txt,-0.009313585,16
886128,FUELCELL ENERGY INC,10-K,2019-10-31,285442.txt,120895,/blue/acg7849/share/BS/item1/285442.txt,-0.232625373,28
313616,DANAHER CORP /DE/,10-K,2019-12-31,284273.txt,1008,/blue/acg7849/share/BS/item1/284273.txt,0.0391790804,33
56873,KROGER CO,10-K,2019-02-02,276103.txt,17647,/blue/acg7849/share/BS/item1/276103.txt,0.0366581227,40
1618756,Restaurant Brands International Inc.,10-K,2019-12-31,282574.txt,51510,/blue/acg7849/share/BS/item1/282574.txt,0.0287567084,21
1626199,"ALPINE IMMUNE SCIENCES, INC.",10-K,2019-12-31,282643.txt,147273,/blue/acg7849/share/BS/item1/282643.txt,-0.773704546,49
1635261,MSB FINANCIAL CORP,10-K,2019-12-31,282726.txt,741513,/blue/acg7849/share/BS/item1/282726.txt,0.0069180524,4
1499961,"Net Element, Inc.",10-K,2019-12-31,281578.txt,105938,/blue/acg7849/share/BS/item1/281578.txt,-0.280258647,16
1759138,"Cabaletta Bio, Inc.",10-K,2019-12-31,283856.txt,182306,/blue/acg7849/share/BS/item1/283856.txt,-0.119765601,47
95574,"SUPERIOR GROUP OF COMPANIES, INC.",10-K,2019-12-31,285851.txt,16790,/blue/acg7849/share/BS/item1/285851.txt,0.0336163016,30
1262104,"MEI Pharma, Inc.",10-K,2019-06-30,267498.txt,109031,/blue/acg7849/share/BS/item1/267498.txt,-0.20346467,49
1397702,Silk Road Medical Inc,10-K,2019-12-31,280950.txt,744825,/blue/acg7849/share/BS/item1/280950.txt,-0.381471885,34
55772,KIMBALL INTERNATIONAL INC,10-K,2019-06-30,276089.txt,53399,/blue/acg7849/share/BS/item1/276089.txt,0.107890508,22
788784,PUBLIC SERVICE ENTERPRISE GROUP INC,10-K,2019-12-31,285057.txt,3011,/blue/acg7849/share/BS/item1/285057.txt,0.0354703541,33
1101215,ALLIANCE DATA SYSTEMS CORP,10-K,2019-12-31,279764.txt,32432,/blue/acg7849/share/BS/item1/279764.txt,0.021611788,16
1306830,Celanese Corp,10-K,2019-12-31,280428.txt,123516,/blue/acg7849/share/BS/item1/280428.txt,0.0905445336,42
1398659,Genpact LTD,10-K,2019-12-31,280954.txt,137714,/blue/acg7849/share/BS/item1/280954.txt,0.0684482276,24
1525287,Sprague Resources LP,10-K,2019-12-31,281746.txt,93130,/blue/acg7849/share/BS/item1/281746.txt,0.024504074,11
701288,ATRION CORP,10-K,2019-12-31,284589.txt,30495,/blue/acg7849/share/BS/item1/284589.txt,0.1402925608,32
816956,CONMED CORP,10-K,2019-12-31,285101.txt,102216,/blue/acg7849/share/BS/item1/285101.txt,0.0161230807,32
1295401,"Bancorp, Inc.",10-K,2019-12-31,280382.txt,107995,/blue/acg7849/share/BS/item1/280382.txt,0.0090628134,12
797721,VIASAT INC,10-K,2019-03-31,277163.txt,1280,/blue/acg7849/share/BS/item1/277163.txt,-4.3408e-05,33
789460,WORLD FUEL SERVICES CORP,10-K,2019-12-31,284964.txt,48346,/blue/acg7849/share/BS/item1/284964.txt,0.0298544823,15
832101,IDEX CORP /DE/,10-K,2019-12-31,285170.txt,81472,/blue/acg7849/share/BS/item1/285170.txt,0.1115707442,42
1031203,GROUP 1 AUTOMOTIVE INC,10-K,2019-12-31,279314.txt,91618,/blue/acg7849/share/BS/item1/279314.txt,0.0312376575,6
1604643,Evoqua Water Technologies Corp.,10-K,2019-09-30,272487.txt,102878,/blue/acg7849/share/BS/item1/272487.txt,-0.005479766,42
711772,CAMBRIDGE BANCORP,10-K,2019-12-31,284640.txt,55999,/blue/acg7849/share/BS/item1/284640.txt,0.0088448408,12
1744894,"Sirius International Insurance Group, Ltd.",10-K,2019-12-31,283732.txt,374536,/blue/acg7849/share/BS/item1/283732.txt,-0.007374723,3
1734713,"BrightView Holdings, Inc.",10-K,2019-09-30,275126.txt,34813,/blue/acg7849/share/BS/item1/275126.txt,0.0151608277,17
352955,"CKX LANDS, INC.",10-K,2019-12-31,284362.txt,23927,/blue/acg7849/share/BS/item1/284362.txt,0.0157599445,38
1339469,"CHIASMA, INC",10-K,2019-12-31,280581.txt,283695,/blue/acg7849/share/BS/item1/280581.txt,-0.367514622,41
1013857,PEGASYSTEMS INC,10-K,2019-12-31,279208.txt,76709,/blue/acg7849/share/BS/item1/279208.txt,-0.091827679,24
68622,QWEST CORP,10-K,2019-12-31,284574.txt,93000,/blue/acg7849/share/BS/item1/284574.txt,0.0870041431,39
1512931,MONROE CAPITAL Corp,10-K,2019-12-31,281664.txt,260034,/blue/acg7849/share/BS/item1/281664.txt,0.0293317538,0
714256,Sanara MedTech Inc.,10-K,2019-12-31,284650.txt,9519,/blue/acg7849/share/BS/item1/284650.txt,-0.253125843,32
1001902,INTEVAC INC,10-K,2019-12-28,279123.txt,87929,/blue/acg7849/share/BS/item1/279123.txt,0.0090878865,45
1326380,GameStop Corp.,10-K,2019-02-02,268129.txt,96920,/blue/acg7849/share/BS/item1/268129.txt,-0.164698372,40
1163668,"SOUTH PLAINS FINANCIAL, INC.",10-K,2019-12-31,280040.txt,109106,/blue/acg7849/share/BS/item1/280040.txt,0.0090264111,12
1532158,"Rebel Group, Inc.",10-K,2019-12-31,281797.txt,84911,/blue/acg7849/share/BS/item1/281797.txt,-14.09626216,29
74208,"UDR, Inc.",10-K,2019-12-31,279238.txt,30705,/blue/acg7849/share/BS/item1/279238.txt,0.0191942653,13
775057,ALTEX INDUSTRIES INC,10-K,2019-09-30,276978.txt,3724,/blue/acg7849/share/BS/item1/276978.txt,-0.013651877,33
52988,JACOBS ENGINEERING GROUP INC /DE/,10-K,2019-09-27,276064.txt,117885,/blue/acg7849/share/BS/item1/276064.txt,0.0253831751,17
866829,HELIX ENERGY SOLUTIONS GROUP INC,10-K,2019-12-31,285311.txt,93269,/blue/acg7849/share/BS/item1/285311.txt,0.0223045822,20
1475348,Luther Burbank Corp,10-K,2019-12-31,281412.txt,65601,/blue/acg7849/share/BS/item1/281412.txt,0.0069347421,4
1434316,FATE THERAPEUTICS INC,10-K,2019-12-31,281188.txt,156519,/blue/acg7849/share/BS/item1/281188.txt,-0.324702091,47
6201,American Airlines Group Inc.,10-K,2019-12-31,284439.txt,1026,/blue/acg7849/share/BS/item1/284439.txt,0.0281023419,33
1394638,CREATIVE LEARNING Corp,10-K,2019-09-30,280931.txt,49373,/blue/acg7849/share/BS/item1/280931.txt,0.3385974042,21
