,CIK,coName,formtype,date,fName,length
657,0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP,10-K,20181231,278612.txt,"735
"
658,0000790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,10-K,20190630,277087.txt,"142488
"
659,0001416265,"PROSPER MARKETPLACE, INC",10-K,20171231,271243.txt,"83954
"
660,0001633023,Navient Student Loan Trust 2015-1,10-K,20181231,273128.txt,"730
"
661,0000085408,ROWAN COMPANIES PLC,10-K,20181231,277712.txt,"0
"
662,0001370755,BlackRock TCP Capital Corp.,10-K,20181231,268644.txt,"185807
"
663,0000807882,JACK IN THE BOX INC /NEW/,10-K,20190929,277254.txt,"828
"
664,0001596961,"RumbleON, Inc.",10-K,20181231,272334.txt,"0
"
665,0001423221,Quanex Building Products CORP,10-K,20181031,269505.txt,"469791
"
666,0001408710,Fabrinet,10-K,20200626,281021.txt,"0
"
667,0001703489,PDL Community Bancorp,10-K,20171231,274640.txt,"146845
"
668,0000719209,ISRAMCO INC,10-K,20171231,276476.txt,"53772
"
669,0000885462,"GULF RESOURCES, INC.",10-K,20181231,278114.txt,"66626
"
670,0001330399,Federal Home Loan Bank of Pittsburgh,10-K,20191231,280544.txt,"0
"
671,0001633651,"Tallgrass Energy GP, LP",10-K,20171231,273136.txt,"210125
"
672,0001380846,"TriState Capital Holdings, Inc.",10-K,20181231,268793.txt,"313921
"
673,0001371489,Information Services Group Inc.,10-K,20171231,268658.txt,"30529
"
674,0001698937,Ford Credit Auto Lease Trust 2017-A,10-K,20181231,274543.txt,"115
"
675,0001011662,GLOBAL DIGITAL SOLUTIONS INC,10-K,20181231,265234.txt,"47644
"
676,0001285785,MOSAIC CO,10-K,20181231,267697.txt,"497977
"
677,0001673431,IA Energy Corp.,10-K,20181231,273992.txt,"25104
"
678,0000944075,"SOCKET MOBILE, INC.",10-K,20171231,278949.txt,"697
"
679,0001634117,"Barnes & Noble Education, Inc.",10-K,20200502,282717.txt,"128647
"
680,0000047217,HP INC,10-K,20191031,275987.txt,"75460
"
681,0001142417,"NEXSTAR MEDIA GROUP, INC.",10-K,20181231,266951.txt,"0
"
682,0001115128,Quotient Technology Inc.,10-K,20171231,266680.txt,"39666
"
683,0000836157,LINDSAY CORP,10-K,20180831,277579.txt,"39691
"
684,0001666700,"DuPont de Nemours, Inc.",10-K,20191231,283006.txt,"97231
"
685,0001053706,"CRA INTERNATIONAL, INC.",10-K,20191228,279477.txt,"0
"
686,0001297184,"Amphastar Pharmaceuticals, Inc.",10-K,20181231,267820.txt,"108728
"
687,0001360604,"HEALTHCARE TRUST OF AMERICA, INC.",10-K,20181231,268504.txt,"304282
"
688,0001623590,Vitaxel Group Ltd,10-K,20181231,272937.txt,"665
"
689,0001711012,Senmiao Technology Ltd,10-K,20180331,274798.txt,"244386
"
690,0001275014,"Ultra Clean Holdings, Inc.",10-K,20171229,267589.txt,"37544
"
691,0000096223,Jefferies Financial Group Inc.,10-K,20191130,285854.txt,"0
"
692,0001557746,"Aclaris Therapeutics, Inc.",10-K,20191231,281984.txt,"98039
"
693,0001556266,China Commercial Credit Inc,10-K,20171231,271460.txt,"196066
"
694,0001553079,"Empire State Realty OP, L.P.",10-K,20191231,281953.txt,"70167
"
695,0001428205,"Armour Residential REIT, Inc.",10-K,20181231,269573.txt,"46121
"
696,0001658520,"OS Support, Inc.",10-K,20170630,273712.txt,"11004
"
697,0001100412,ARRAY BIOPHARMA INC,10-K,20180630,266507.txt,"293046
"
698,0001326160,Duke Energy CORP,10-K,20171231,277032.txt,"302227
"
699,0001083706,ENXNET INC,10-K,20180331,266250.txt,"811
"
700,0001457612,"GENOCEA BIOSCIENCES, INC.",10-K,20171231,269959.txt,"153050
"
701,0001077428,TEXAS CAPITAL BANCSHARES INC/TX,10-K,20171231,266166.txt,"788
"
702,0001563298,EUROSPORT ACTIVE WORLD CORP,10-K,20181231,271604.txt,"59239
"
703,0001647822,SavMobi Technology Inc.,10-K,20200531,282840.txt,"16569
"
704,0001090425,LAMAR ADVERTISING CO/NEW,10-K,20191231,285550.txt,"0
"
705,0001508348,"AmeriCann, Inc.",10-K,20180930,270685.txt,"24814
"
706,0000889609,CONSUMER PORTFOLIO SERVICES INC,10-K,20191231,285473.txt,"248774
"
707,0001596946,Quotient Ltd,10-K,20200331,282370.txt,"69601
"
708,0001578776,"PRUDENTIAL BANCORP, INC.",10-K,20180930,271941.txt,"737359
"
709,0000945764,DENBURY RESOURCES INC,10-K,20181231,278977.txt,"592092
"
710,0001517389,"Jubilant Flame International, Ltd",10-K,20200229,281697.txt,"12672
"
711,0000936395,CIENA CORP,10-K,20181031,278895.txt,"169741
"
712,0001473334,"Nova Lifestyle, Inc.",10-K,20181231,270140.txt,"30405
"
713,0001130310,CENTERPOINT ENERGY INC,10-K,20171231,266824.txt,"190039
"
714,0001582554,"Matinas BioPharma Holdings, Inc.",10-K,20171231,272039.txt,"0
"
715,0000798528,ODYSSEY MARINE EXPLORATION INC,10-K,20181231,277173.txt,"522
"
716,0001475841,National Bank Holdings Corp,10-K,20191231,281414.txt,"59827
"
717,0001274032,"Cool Holdings, Inc.",10-K,20181231,267582.txt,"7560
"
718,0000887396,EMPIRE PETROLEUM CORP,10-K,20171231,278174.txt,"11570
"
719,0001411207,Allison Transmission Holdings Inc,10-K,20171231,269314.txt,"551
"
720,0001338749,POTLATCHDELTIC CORP,10-K,20191231,280580.txt,"0
"
721,0000707605,AMERISERV FINANCIAL INC /PA/,10-K,20191231,284621.txt,"74701
"
722,0000107687,WINNEBAGO INDUSTRIES INC,10-K,20190831,266161.txt,"73781
"
723,0001383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",10-K,20190630,268885.txt,"0
"
724,0001011509,Golden Minerals Co,10-K,20171231,265225.txt,"125199
"
725,0000012239,SPHERIX INC,10-K,20181231,267373.txt,"25224
"
726,0001538716,Oportun Financial Corp,10-K,20191231,281857.txt,"95739
"
727,0000887343,COLUMBIA BANKING SYSTEM INC,10-K,20181231,278171.txt,"109975
"
728,0001720990,Spartan Energy Acquisition Corp.,10-K,20191231,283533.txt,"132956
"
729,0001655008,HAHA GENERATION CORP.,10-K,20171231,273644.txt,"10925
"
730,0001755953,Akerna Corp.,10-K,20200630,283830.txt,"0
"
731,0001434588,"Grand Canyon Education, Inc.",10-K,20191231,281193.txt,"79717
"
732,0001665598,"RC-1, Inc.",10-K,20171231,273824.txt,"91620
"
733,0001698991,"Accel Entertainment, Inc.",10-K,20191231,283316.txt,"1038
"
734,0001551986,"INNOVATE BIOPHARMACEUTICALS, INC.",10-K,20191231,281938.txt,"264256
"
735,0000820313,AMPHENOL CORP /DE/,10-K,20171231,277412.txt,"36275
"
736,0000948708,"SMITH MICRO SOFTWARE, INC.",10-K,20181231,279017.txt,"19282
"
737,0001552327,Morgan Stanley Bank of America Merrill Lynch Trust 2012-C5,10-K,20191231,281945.txt,"0
"
738,0001717547,"Colony Credit Real Estate, Inc.",10-K,20191231,283499.txt,"1011108
"
739,0001693801,"Luxxo, Inc.",10-K,20180831,274445.txt,"31897
"
740,0001610418,CNX Midstream Partners LP,10-K,20181231,272623.txt,"119906
"
741,0001261379,Frontier Funds,10-K,20191231,281296.txt,"77736
"
742,0001613859,"PRA Health Sciences, Inc.",10-K,20181231,272696.txt,"146532
"
743,0000005513,Unum Group,10-K,20171231,276078.txt,"171742
"
744,0001419806,RARE ELEMENT RESOURCES LTD,10-K,20191231,281108.txt,"37636
"
745,0001069202,LENNOX INTERNATIONAL INC,10-K,20191231,279571.txt,"79595
"
746,0000318306,ABEONA THERAPEUTICS INC.,10-K,20171231,275674.txt,"86362
"
747,0001128383,NEVADA CLASSIC THOROUGHBREDS INC,10-K,20180630,266808.txt,"0
"
748,0001383650,"Cheniere Energy Partners, L.P.",10-K,20181231,268891.txt,"0
"
749,0001590715,American Resources Corp,10-K,20171231,272194.txt,"23548
"
750,0001702777,CarMax Auto Owner Trust 2017-2,10-K,20180228,274620.txt,"461
"
751,0001706403,DBJPM 2017-C6 Mortgage Trust,10-K,20181231,274697.txt,"378
"
752,0001435181,Pharmagreen Biotech Inc.,10-K,20190930,269678.txt,"7605
"
753,0000006955,ENERPAC TOOL GROUP CORP,10-K,20200831,284580.txt,"1592
"
754,0001597846,Greenpro Capital Corp.,10-K,20191231,282381.txt,"0
"
755,0000865752,Monster Beverage Corp,10-K,20181231,277835.txt,"56528
"
756,0001164863,"ENPRO INDUSTRIES, INC",10-K,20171231,267098.txt,"0
"
757,0001109357,EXELON CORP,10-K,20171231,277008.txt,"0
"
758,0001546637,SLM Student Loan Trust 2012-3,10-K,20191231,281904.txt,"639
"
759,0000086312,"TRAVELERS COMPANIES, INC.",10-K,20181231,277815.txt,"643255
"
760,0000351817,"SILVERBOW RESOURCES, INC.",10-K,20171231,275772.txt,"0
"
761,0001352190,RIDGEWOOD ENERGY S FUND LLC,10-K,20191231,280635.txt,"79127
"
762,0001594012,"Investors Bancorp, Inc.",10-K,20191231,282350.txt,"860
"
763,0001656681,Wells Fargo Commercial Mortgage Trust 2015-NXS4,10-K,20191231,282929.txt,"378
"
764,0001133470,CALAVO GROWERS INC,10-K,20181031,266860.txt,"59932
"
765,0001613685,TRENDMAKER INC. LTD.,10-K,20200731,282516.txt,"0
"
766,0001424864,Rise Gold Corp.,10-K,20190731,269535.txt,"0
"
767,0001290677,"Turning Point Brands, Inc.",10-K,20171231,267778.txt,"47348
"
768,0001383062,PowerShares DB Energy Fund,10-K,20171231,268827.txt,"31414
"
769,0000065011,MEREDITH CORP,10-K,20190630,276191.txt,"1051071
"
770,0000080420,POWELL INDUSTRIES INC,10-K,20190930,277220.txt,"20165
"
771,0001108426,PNM RESOURCES INC,10-K,20181231,275439.txt,"270147
"
772,0000765880,"HCP, INC.",10-K,20171231,276911.txt,"111995
"
773,0001159036,HALOZYME THERAPEUTICS INC,10-K,20171231,267033.txt,"107408
"
774,0001074828,"KNOW LABS, INC.",10-K,20180930,266136.txt,"96444
"
775,0001682149,"Summit Wireless Technologies, Inc.",10-K,20181231,274188.txt,"59722
"
776,0001091748,"Argo Group International Holdings, Ltd.",10-K,20171231,266376.txt,"58470
"
777,0001479247,United States Commodity Index Funds Trust,10-K,20191231,281447.txt,"172461
"
778,0001690820,CARVANA CO.,10-K,20171231,274376.txt,"94364
"
779,0001535955,Lipocine Inc.,10-K,20171231,271158.txt,"0
"
780,0001578443,FirstEnergy Ohio PIRB Special Purpose Trust 2013,10-K,20181231,276707.txt,"394
"
781,0000066388,MILLER INDUSTRIES INC,10-K,20180430,276210.txt,"0
"
782,0001144519,Bunge LTD,10-K,20191231,279985.txt,"0
"
783,0001506492,"CHF Solutions, Inc.",10-K,20171231,270656.txt,"45501
"
784,0001413891,"Spectrum Global Solutions, Inc.",10-K,20191231,281066.txt,"442
"
785,0001449349,VIVOS INC,10-K,20191231,281291.txt,"0
"
786,0001015739,AWARE INC /MA/,10-K,20171231,265294.txt,"123306
"
787,0001679273,"Lamb Weston Holdings, Inc.",10-K,20200531,283117.txt,"29279
"
788,0001396009,Vulcan Materials CO,10-K,20191231,280937.txt,"0
"
789,0001589526,Blue Bird Corp,10-K,20190928,272165.txt,"99496
"
790,0001575311,Brookfield DTLA Fund Office Trust Investor Inc.,10-K,20171231,271848.txt,"28407
"
791,0001765556,Honda Auto Receivables 2019-1 Owner Trust,10-K,20190331,275316.txt,"0
"
792,0000933136,Mr. Cooper Group Inc.,10-K,20191231,285768.txt,"62671
"
793,0001119897,PCT LTD,10-K,20171231,266710.txt,"449
"
794,0000822663,INTER PARFUMS INC,10-K,20191231,285129.txt,"1297
"
795,0001330436,Liquidia Technologies Inc,10-K,20181231,268172.txt,"183019
"
796,0001514056,"TRAQIQ, INC.",10-K,20181231,270771.txt,"0
"
797,0001437107,"Discovery, Inc.",10-K,20191231,281214.txt,"0
"
798,0001592264,Capital Auto Receivables Asset Trust 2013-4,10-K,20171231,278271.txt,"1001
"
799,0001584509,Aramark,10-K,20190927,272075.txt,"102505
"
800,0001552164,AVRA INC.,10-K,20190131,271385.txt,"43596
"
801,0001610853,"HELIUS MEDICAL TECHNOLOGIES, INC.",10-K,20181231,272638.txt,"100507
"
802,0000764180,"ALTRIA GROUP, INC.",10-K,20181231,276892.txt,"48370
"
803,0001576873,"Oroplata Resources, Inc.",10-K,20170930,271892.txt,"18202
"
804,0000916076,MARTIN MARIETTA MATERIALS INC,10-K,20191231,285649.txt,"0
"
805,0001175505,"FIVE PRIME THERAPEUTICS, INC.",10-K,20191231,280104.txt,"181021
"
806,0001527166,Carlyle Group Inc.,10-K,20191231,281757.txt,"399755
"
807,0001609809,"Seres Therapeutics, Inc.",10-K,20181231,272606.txt,"162195
"
808,0001425292,"CVR PARTNERS, LP",10-K,20181231,269548.txt,"50296
"
809,0001655008,HAHA GENERATION CORP.,10-K,20181231,273645.txt,"10904
"
810,0001386164,CERES ABINGDON L.P.,10-K,20171231,268931.txt,"27168
"
811,0001057352,COSTAR GROUP INC,10-K,20171231,265912.txt,"144115
"
812,0001070750,"HOST HOTELS & RESORTS, INC.",10-K,20191231,279528.txt,"542542
"
813,0001606440,"Reliant Bancorp, Inc.",10-K,20171231,272536.txt,"96217
"
814,0000861884,RELIANCE STEEL & ALUMINUM CO,10-K,20171231,277797.txt,"69119
"
815,0001595585,"Tricida, Inc.",10-K,20191231,282362.txt,"285441
"
816,0001002590,"STAR GROUP, L.P.",10-K,20200930,279128.txt,"1165
"
817,0001400891,"iHeartMedia, Inc.",10-K,20181231,269127.txt,"237722
"
818,0000922358,FERRELLGAS PARTNERS L P,10-K,20190731,278704.txt,"39655
"
819,0000018172,CASTLE A M & CO,10-K,20171231,275330.txt,"0
"
820,0001097396,CERES TACTICAL GLOBAL L.P.,10-K,20181231,266467.txt,"33839
"
821,0001123494,HARVARD BIOSCIENCE INC,10-K,20181231,266742.txt,"54696
"
822,0001493611,SLC Student Loan Trust 2010-1,10-K,20191231,281526.txt,"640
"
823,0000949852,THANKSGIVING COFFEE CO INC,10-K,20171231,279026.txt,"4698
"
824,0001388180,Novus Robotics Inc.,10-K,20181231,268949.txt,"0
"
825,0001353616,Invesco CurrencyShares Swedish Krona Trust,10-KT,20181231,268407.txt,"17894
"
826,0000007536,ARROW ELECTRONICS INC,10-K,20191231,284850.txt,"43834
"
827,0001056288,FEDERATED INVESTORS INC /PA/,10-K,20181231,265892.txt,"0
"
828,0001497645,"Summit Hotel Properties, Inc.",10-K,20181231,270489.txt,"47495
"
829,0001515156,"Advanced Emissions Solutions, Inc.",10-K,20171231,270793.txt,"135020
"
830,0000320193,Apple Inc.,10-K,20200926,284324.txt,"31746
"
831,0001526689,"Generation NEXT Franchise Brands, Inc.",10-K,20190630,270976.txt,"16374
"
832,0001261379,Frontier Funds,10-K,20181231,269893.txt,"595
"
833,0001566544,UBS-Barclays Commercial Mortgage Trust 2013-C5,10-K,20191231,282066.txt,"166
"
834,0001310488,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",10-K,20181231,267957.txt,"14969
"
835,0001518520,"Icagen, Inc.",10-K,20181231,270846.txt,"0
"
836,0001446687,"Hartman Short Term Income Properties XX, Inc.",10-K,20181231,269845.txt,"46290
"
837,0001651790,COMM 2015-CCRE26 Mortgage Trust,10-K,20181231,273544.txt,"378
"
838,0001697851,"Novume Solutions, Inc.",10-K,20171231,274515.txt,"581
"
839,0001600470,Montage Resources Corp,10-K,20181231,272399.txt,"0
"
840,0001358071,CONCHO RESOURCES INC,10-K,20181231,268471.txt,"623883
"
841,0001040971,SL GREEN REALTY CORP,10-K,20191231,279376.txt,"309192
"
842,0001114927,FIRST NORTHERN COMMUNITY BANCORP,10-K,20171231,266674.txt,"88443
"
843,0001589361,Banner Energy Services Corp.,10-K,20191231,282295.txt,"0
"
844,0001647980,CSAIL 2015-C3 Commercial Mortgage Trust,10-K,20181231,273456.txt,"372
"
845,0001621563,"Summit Materials, Inc.",10-K,20191228,282105.txt,"0
"
846,0001795250,Madison Square Garden Entertainment Corp.,10-K,20200630,284133.txt,"942796
"
847,0000894315,SITE Centers Corp.,10-K,20181231,278297.txt,"15997
"
848,0001396033,"Lumber Liquidators Holdings, Inc.",10-K,20181231,269065.txt,"22543
"
849,0001674930,"Fulgent Genetics, Inc.",10-K,20171231,274026.txt,"84138
"
850,0001758882,Morgan Stanley Capital I Trust 2018-H4,10-K,20181231,275306.txt,"724
"
851,0000724445,BURZYNSKI RESEARCH INSTITUTE INC,10-K,20200229,284721.txt,"136036
"
852,0000086312,"TRAVELERS COMPANIES, INC.",10-K,20171231,277816.txt,"0
"
853,0001472091,"Edge Therapeutics, Inc.",10-K,20181231,270127.txt,"28009
"
854,0000008504,AgEagle Aerial Systems Inc.,10-K,20181231,277691.txt,"66999
"
855,0000701719,DGSE COMPANIES INC,10-K,20181231,276285.txt,"0
"
856,0000931336,DEAN FOODS CO,10-K,20181231,278834.txt,"89065
"
857,0001667939,"FSB Bancorp, Inc.",10-K,20171231,273866.txt,"763861
"
858,0001020186,CAPITAL BEVERAGE CORP,10-K,20101231,265361.txt,"0
"
859,0000895728,ENBRIDGE INC,10-K,20191231,285527.txt,"0
"
860,0001605257,Citigroup Commercial Mortgage Trust 2014-GC21,10-K,20181231,272503.txt,"0
"
861,0001687374,Morgan Stanley Capital I Trust 2016-BNK2,10-K,20171231,274293.txt,"724
"
862,0001106838,"Sonnet BioTherapeutics Holdings, Inc.",10-K,20200930,279800.txt,"0
"
863,0000883975,Microbot Medical Inc.,10-K,20181231,278077.txt,"0
"
864,0001080014,"Innoviva, Inc.",10-K,20191231,279635.txt,"22884
"
865,0001609804,Orion Engineered Carbons S.A.,10-K,20191231,282485.txt,"0
"
866,0001005210,SUBURBAN PROPANE PARTNERS LP,10-K,20190928,265135.txt,"75053
"
867,0001627014,"Black Knight, Inc.",10-K,20191231,282652.txt,"120082
"
868,0001751882,"MARY JANE'S CBD DISPENSARY , INC.",10-K,20181231,275261.txt,"40877
"
869,0001742373,GS Mortgage Securities Trust 2018-GS10,10-K,20191231,283711.txt,"378
"
870,0000768411,CYBEROPTICS CORP,10-K,20171231,276933.txt,"499
"
871,0000723254,CINTAS CORP,10-K,20200531,284711.txt,"31735
"
872,0001449794,"Embassy Bancorp, Inc.",10-K,20191231,281294.txt,"54642
"
873,0000867773,SUNPOWER CORP,10-K,20181230,277868.txt,"153178
"
874,0001356576,SUPERNUS PHARMACEUTICALS INC,10-K,20181231,268449.txt,"108876
"
875,0001787414,Bogota Financial Corp.,10-K,20191231,284087.txt,"125455
"
876,0001127703,PROASSURANCE CORP,10-K,20171231,266793.txt,"0
"
877,0000863110,ARTESIAN RESOURCES CORP,10-K,20191231,285293.txt,"33893
"
878,0001575420,Bionovate Technologies Corp.,10-K,20190630,271855.txt,"9333
"
879,0000823546,B4MC GOLD MINES INC,10-K,20161231,277454.txt,"14964
"
880,0001574596,New Home Co Inc.,10-K,20171231,271824.txt,"114057
"
881,0000801337,WEBSTER FINANCIAL CORP,10-K,20171231,277203.txt,"1436
"
882,0000879101,KIMCO REALTY CORP,10-K,20171231,277991.txt,"49292
"
883,0001616788,LEGACY VENTURES INTERNATIONAL INC.,10-K,20180630,272768.txt,"28200
"
884,0001114995,IMPINJ INC,10-K,20191231,279842.txt,"31106
"
885,0000890447,Vertex Energy Inc.,10-K,20181231,278222.txt,"99659
"
886,0000873799,MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP,10-K,20191231,285335.txt,"14300
"
887,0000918646,EAGLE MATERIALS INC,10-K,20190331,278630.txt,"88007
"
888,0000822411,"ImmunoCellular Therapeutics, Ltd.",10-K,20171231,277436.txt,"111883
"
889,0000001750,AAR CORP,10-K,20190531,275245.txt,"28142
"
890,0001402829,Orion Group Holdings Inc,10-K,20191231,280979.txt,"52495
"
891,0001404912,KKR & Co. L.P.,10-K,20171231,269198.txt,"849510
"
892,0000793547,NAVIGATORS GROUP INC,10-K,20171231,277118.txt,"41868
"
893,0001158780,PLURISTEM THERAPEUTICS INC,10-K,20200630,280011.txt,"0
"
894,0001739104,Elanco Animal Health Inc,10-K,20181231,275162.txt,"159242
"
895,0001088034,PAYMENT DATA SYSTEMS INC,10-K,20171231,266322.txt,"110203
"
896,0001693317,"Cheniere Corpus Christi Holdings, LLC",10-K,20191231,283259.txt,"0
"
897,0000866439,"DarkPulse, Inc.",10-K,20181231,277844.txt,"41716
"
898,0001377121,"Protagonist Therapeutics, Inc",10-K,20191231,280792.txt,"99095
"
899,0000815094,ABIOMED INC,10-K,20200331,285096.txt,"1139
"
900,0001498547,"COLE CREDIT PROPERTY TRUST IV, INC.",10-K,20181231,270519.txt,"149685
"
901,0001561726,WFRBS Commercial Mortgage Trust 2012-C10,10-K,20171231,271572.txt,"281
"
902,0000016040,CABOT CORP,10-K,20180930,272469.txt,"36452
"
903,0001537435,TECOGEN INC.,10-K,20181231,271180.txt,"154426
"
904,0001425287,Workhorse Group Inc.,10-K,20191231,281148.txt,"95287
"
905,0001039399,FORMFACTOR INC,10-K,20171230,265616.txt,"0
"
906,0000834365,BIOLIFE SOLUTIONS INC,10-K,20171231,277566.txt,"43522
"
907,0001359931,"ArTara Therapeutics, Inc.",10-K,20191231,280685.txt,"229710
"
908,0001569455,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C10,10-K,20171231,271724.txt,"378
"
909,0001583077,"Hospitality Investors Trust, Inc.",10-K,20191231,282240.txt,"34325
"
910,0000763563,CHEMUNG FINANCIAL CORP,10-K,20171231,276879.txt,"114430
"
911,0001379043,"DUKE MOUNTAIN RESOURCES, INC.",10-K,20191231,280809.txt,"7140
"
912,0001652561,DSwiss Inc,10-K,20191231,282886.txt,"0
"
913,0001116942,TTM TECHNOLOGIES INC,10-K,20180101,266689.txt,"0
"
914,0001653821,CEN BIOTECH INC,10-K,20181231,273618.txt,"32117
"
915,0000895447,SHOE CARNIVAL INC,10-K,20200201,285523.txt,"41175
"
916,0001574197,"Five Point Holdings, LLC",10-K,20171231,271812.txt,"93676
"
917,0001466026,"Midland States Bancorp, Inc.",10-K,20181231,270052.txt,"65792
"
918,0000069891,NATIONAL BEVERAGE CORP,10-K,20200502,284583.txt,"23191
"
919,0001716324,Regnum Corp.,10-K,20181231,274902.txt,"17782
"
920,0001337619,"ENVESTNET, INC.",10-K,20171231,268239.txt,"55273
"
921,0001674101,GS Acquisition Holdings Corp,10-K,20181231,274006.txt,"178332
"
922,0001438901,"4Less Group, Inc.",10-K,20190131,269745.txt,"9339
"
923,0001200375,CODEXIS INC,10-K,20171231,267309.txt,"0
"
924,0001174940,ORAGENICS INC,10-K,20181231,267215.txt,"142957
"
925,0001543739,APT Systems Inc,10-K,20180131,271262.txt,"20483
"
926,0001569414,WFRBS COMMERCIAL MORTGAGE TRUST 2013-C12,10-K,20181231,271723.txt,"378
"
927,0001445283,"PROTEOSTASIS THERAPEUTICS, INC.",10-K,20191231,281268.txt,"131735
"
928,0000311094,WESTAMERICA BANCORPORATION,10-K,20171231,275586.txt,"37443
"
929,0000886744,GERON CORP,10-K,20191231,285448.txt,"104950
"
930,0000818677,SECURITY FEDERAL CORP,10-K,20181231,277386.txt,"1343092
"
931,0000861884,RELIANCE STEEL & ALUMINUM CO,10-K,20181231,277798.txt,"70360
"
932,0001324404,"CF Industries Holdings, Inc.",10-K,20191231,280504.txt,"228894
"
933,0000062362,MARINE PETROLEUM TRUST,10-K,20190630,276162.txt,"764
"
934,0001662253,Tiberius Acquisition Corp,10-K,20181231,273765.txt,"102902
"
935,0001629702,"China Crawfish, Ltd.",10-K,20181031,273055.txt,"11328
"
936,0001300524,AMERICAN INTERNATIONAL HOLDINGS CORP.,10-K,20181231,267852.txt,"0
"
937,0000061986,MANITOWOC CO INC,10-K,20171231,276153.txt,"21896
"
938,0001617572,StHealth Capital Investment Corp,10-K,20191231,282557.txt,"40647
"
939,0000919864,NORTHWEST INDIANA BANCORP,10-K,20171231,278642.txt,"856
"
940,0001680232,"Strategic Storage Trust IV, Inc.",10-K,20191231,283131.txt,"0
"
941,0000809933,ECOLOGY & ENVIRONMENT INC,10-K,20180731,277265.txt,"21504
"
942,0000075362,PACCAR INC,10-K,20191231,284851.txt,"39760
"
943,0001517401,Peak Resorts Inc,10-K,20190430,270829.txt,"55831
"
944,0000750577,HANCOCK WHITNEY CORP,10-K,20181231,276805.txt,"89295
"
945,0001776294,Ally Auto Receivables Trust 2019-2,10-K,20191231,281436.txt,"1001
"
946,0000079879,PPG INDUSTRIES INC,10-K,20181231,277177.txt,"86982
"
947,0001439288,Rexnord Corp,10-K,20190331,269753.txt,"0
"
948,0000788611,"SIGMA LABS, INC.",10-K,20191231,284957.txt,"0
"
949,0001493212,Phoenix Life Sciences International Limited.,10-K,20180228,270413.txt,"294
"
950,0001638381,Intec Pharma Ltd.,10-K,20181231,273254.txt,"0
"
951,0001172358,"DORCHESTER MINERALS, L.P.",10-K,20181231,267185.txt,"17678
"
952,0001498542,"CIM INCOME NAV, INC.",10-K,20191231,281565.txt,"158286
"
953,0001047884,ANWORTH MORTGAGE ASSET CORP,10-K,20171231,265779.txt,"141050
"
954,0000732417,HILLS BANCORPORATION,10-K,20171231,276664.txt,"184275
"
955,0001043951,CAMPBELL FUND TRUST,10-K,20191231,279406.txt,"37623
"
956,0000723125,MICRON TECHNOLOGY INC,10-K,20190829,276535.txt,"121449
"
957,0001619511,COMM 2014-LC17 Mortgage Trust,10-K,20191231,282580.txt,"378
"
958,0000912242,MACERICH CO,10-K,20171231,278510.txt,"523453
"
959,0001402328,"Sunshine Biopharma, Inc",10-K,20171231,269148.txt,"58266
"
960,0001650101,ADDENTAX GROUP CORP.,10-K,20190331,273504.txt,"0
"
961,0001750588,Drive Auto Receivables Trust 2018-4,10-K,20181231,268868.txt,"0
"
962,0001023994,"SG BLOCKS, INC.",10-K,20171231,265430.txt,"0
"
963,0001490873,"ECO SCIENCE SOLUTIONS, INC.",10-K,20190131,270367.txt,"79908
"
964,0000025598,SPRINGLEAF FINANCE CORP,10-K,20181231,275478.txt,"100910
"
965,0001160791,GOLD RESOURCE CORP,10-K,20191231,280020.txt,"11790
"
966,0001585790,"Advanced Disposal Services, Inc.",10-K,20191231,282269.txt,"1057
"
967,0001411059,"KBS Real Estate Investment Trust II, Inc.",10-K,20171231,269310.txt,"57489
"
968,0001274494,"FIRST SOLAR, INC.",10-K,20181231,267586.txt,"145073
"
969,0000709337,FARMERS NATIONAL BANC CORP /OH/,10-K,20191231,284632.txt,"51744
"
970,0001356093,"CREATIVE REALITIES, INC.",10-K,20191231,280662.txt,"0
"
971,0001307748,InvenTrust Properties Corp.,10-K,20181231,267920.txt,"47312
"
972,0001557746,"Aclaris Therapeutics, Inc.",10-K,20181231,271490.txt,"120609
"
973,0001710358,John Deere Owner Trust 2017-B,10-K,20181028,274782.txt,"547
"
974,0001563855,SOPHIRIS BIO INC.,10-K,20181231,271620.txt,"135236
"
975,0001357971,Energy Services of America CORP,10-K,20180930,268469.txt,"955
"
976,0001481832,PREFERRED APARTMENT COMMUNITIES INC,10-K,20181231,270257.txt,"0
"
977,0001556266,"TD Holdings, Inc.",10-K,20191231,281971.txt,"269471
"
978,0001408534,"First Guaranty Bancshares, Inc.",10-K,20181231,269257.txt,"166359
"
979,0001713660,USAA Auto Owner Trust 2017-1,10-K,20181231,267252.txt,"0
"
980,0001527844,"Capital Art, Inc.",10-K,20171231,271012.txt,"31645
"
981,0001671740,GS Mortgage Securities Trust 2016-GS2,10-K,20191231,283049.txt,"378
"
982,0001403528,"Oaktree Capital Group, LLC",10-K,20181231,269171.txt,"1150781
"
983,0001570585,Liberty Global plc,10-K,20181231,271739.txt,"4763
"
